# RESUMO DA CATEGORIA
categoria,preco_medio,preco_desvio_padrao,total_unidades_vendidas,receita_total
Roupas,264.5140143911179,143.96771470720597,1882,515599.0712741422

# DADOS DETALHADOS
produto_id,categoria,preco,quantidade,data_venda,receita
PROD_0006,Roupas,267.13065149979656,12,2024-01-03 04:36:45.405405405,3205.5678179975584
PROD_0011,Roupas,474.9539132541333,14,2024-01-05 00:27:23.243243243,6649.354785557866
PROD_0012,Roupas,198.85408624455889,2,2024-01-05 09:13:30.810810810,397.70817248911777
PROD_0016,Roupas,334.6359193334512,2,2024-01-06 20:18:01.081081081,669.2718386669025
PROD_0017,Roupas,288.17316063179584,18,2024-01-07 05:04:08.648648648,5187.116891372325
PROD_0018,Roupas,230.3795253511852,10,2024-01-07 13:50:16.216216216,2303.795253511852
PROD_0028,Roupas,185.6482069866936,9,2024-01-11 05:31:31.891891891,1670.8338628802424
PROD_0036,Roupas,22.45537210460664,13,2024-01-14 03:40:32.432432432,291.9198373598863
PROD_0042,Roupas,405.9789859865643,6,2024-01-16 08:17:17.837837837,2435.8739159193856
PROD_0045,Roupas,69.82309780332994,7,2024-01-17 10:35:40.540540540,488.76168462330963
PROD_0052,Roupas,481.5991745216345,7,2024-01-19 23:58:33.513513513,3371.1942216514417
PROD_0053,Roupas,359.0125890629766,5,2024-01-20 08:44:41.081081081,1795.0629453148829
PROD_0055,Roupas,256.3127213821421,5,2024-01-21 02:16:56.216216216,1281.5636069107106
PROD_0066,Roupas,420.4779518945907,11,2024-01-25 02:44:19.459459459,4625.257470840498
PROD_0068,Roupas,136.39139758042626,16,2024-01-25 20:16:34.594594594,2182.26236128682
PROD_0069,Roupas,491.26248823142345,17,2024-01-26 05:02:42.162162162,8351.4622999342
PROD_0070,Roupas,498.1643128813829,12,2024-01-26 13:48:49.729729729,5977.971754576594
PROD_0077,Roupas,247.95073925725103,3,2024-01-29 03:11:42.702702702,743.8522177717531
PROD_0094,Roupas,465.7082490573076,14,2024-02-04 08:15:51.351351351,6519.915486802307
PROD_0095,Roupas,311.35354108259315,2,2024-02-04 17:01:58.918918919,622.7070821651863
PROD_0099,Roupas,434.8654361042508,13,2024-02-06 04:06:29.189189189,5653.2506693552605
PROD_0114,Roupas,481.6977231921833,9,2024-02-11 15:38:22.702702702,4335.279508729649
PROD_0116,Roupas,127.49580598712758,16,2024-02-12 09:10:37.837837837,2039.9328957940413
PROD_0120,Roupas,184.42661253911817,5,2024-02-13 20:15:08.108108108,922.1330626955909
PROD_0127,Roupas,467.3837909589466,1,2024-02-16 09:38:01.081081081,467.3837909589466
PROD_0129,Roupas,22.99054216539469,12,2024-02-17 03:10:16.216216216,275.8865059847363
PROD_0130,Roupas,290.9498504192473,1,2024-02-17 11:56:23.783783783,290.9498504192473
PROD_0135,Roupas,29.09193483201448,18,2024-02-19 07:47:01.621621621,523.6548269762607
PROD_0139,Roupas,351.4012110284338,13,2024-02-20 18:51:31.891891891,4568.215743369639
PROD_0142,Roupas,217.5007617309781,3,2024-02-21 21:09:54.594594594,652.5022851929343
PROD_0144,Roupas,132.50806011589128,5,2024-02-22 14:42:09.729729730,662.5403005794565
PROD_0152,Roupas,319.6002339632016,5,2024-02-25 12:51:10.270270270,1598.001169816008
PROD_0156,Roupas,226.34994567295476,11,2024-02-26 23:55:40.540540540,2489.849402402502
PROD_0161,Roupas,447.0294853006205,2,2024-02-28 19:46:18.378378378,894.058970601241
PROD_0182,Roupas,102.17936826464305,8,2024-03-07 11:54:57.297297297,817.4349461171444
PROD_0183,Roupas,122.40342539542532,5,2024-03-07 20:41:04.864864865,612.0171269771266
PROD_0203,Roupas,254.10094145648756,3,2024-03-15 04:03:36.216216216,762.3028243694627
PROD_0209,Roupas,321.95571759491844,15,2024-03-17 08:40:21.621621621,4829.3357639237765
PROD_0214,Roupas,464.0279363291323,10,2024-03-19 04:30:59.459459459,4640.279363291323
PROD_0216,Roupas,314.1947853668247,2,2024-03-19 22:03:14.594594594,628.3895707336494
PROD_0226,Roupas,448.1664588190036,17,2024-03-23 13:44:30.270270270,7618.829799923061
PROD_0227,Roupas,348.293466028389,9,2024-03-23 22:30:37.837837838,3134.641194255501
PROD_0228,Roupas,401.7110954654309,15,2024-03-24 07:16:45.405405405,6025.666431981464
PROD_0230,Roupas,435.4675424474376,8,2024-03-25 00:49:00.540540540,3483.740339579501
PROD_0232,Roupas,382.378150379417,14,2024-03-25 18:21:15.675675675,5353.2941053118375
PROD_0233,Roupas,376.2607596855407,14,2024-03-26 03:07:23.243243243,5267.65063559757
PROD_0237,Roupas,229.2320597434928,3,2024-03-27 14:11:53.513513513,687.6961792304785
PROD_0240,Roupas,272.31442636760653,17,2024-03-28 16:30:16.216216216,4629.345248249311
PROD_0242,Roupas,396.69390691759577,13,2024-03-29 10:02:31.351351351,5157.020789928745
PROD_0243,Roupas,52.59094116283761,15,2024-03-29 18:48:38.918918919,788.8641174425642
PROD_0244,Roupas,283.29371031571435,8,2024-03-30 03:34:46.486486486,2266.349682525715
PROD_0252,Roupas,292.2392247247734,11,2024-04-02 01:43:47.027027027,3214.6314719725074
PROD_0257,Roupas,168.6028258380794,19,2024-04-03 21:34:24.864864865,3203.453690923509
PROD_0262,Roupas,232.59130638735883,5,2024-04-05 17:25:02.702702702,1162.9565319367941
PROD_0263,Roupas,495.0805138710732,13,2024-04-06 02:11:10.270270270,6436.0466803239515
PROD_0264,Roupas,53.05537450890184,5,2024-04-06 10:57:17.837837838,265.2768725445092
PROD_0268,Roupas,70.90563950791692,11,2024-04-07 22:01:48.108108108,779.9620345870861
PROD_0274,Roupas,454.8544039266328,13,2024-04-10 02:38:33.513513513,5913.107251046226
PROD_0275,Roupas,202.29810263709132,8,2024-04-10 11:24:41.081081081,1618.3848210967305
PROD_0278,Roupas,276.3409019458544,8,2024-04-11 13:43:03.783783783,2210.727215566835
PROD_0281,Roupas,78.24331560505976,15,2024-04-12 16:01:26.486486486,1173.6497340758965
PROD_0286,Roupas,383.6047560129384,10,2024-04-14 11:52:04.324324324,3836.0475601293842
PROD_0294,Roupas,177.83688601748628,6,2024-04-17 10:01:04.864864864,1067.0213161049178
PROD_0295,Roupas,474.1688364097895,12,2024-04-17 18:47:12.432432432,5690.026036917474
PROD_0296,Roupas,297.25261768823066,18,2024-04-18 03:33:20.000000000,5350.547118388152
PROD_0310,Roupas,238.19305993621848,2,2024-04-23 06:19:05.945945946,476.38611987243695
PROD_0326,Roupas,142.66488984034137,14,2024-04-29 02:37:07.027027026,1997.3084577647792
PROD_0327,Roupas,210.27974383806725,18,2024-04-29 11:23:14.594594594,3785.03538908521
PROD_0332,Roupas,404.6043340053735,14,2024-05-01 07:13:52.432432432,5664.4606760752295
PROD_0335,Roupas,16.370942520260655,7,2024-05-02 09:32:15.135135134,114.59659764182459
PROD_0338,Roupas,456.2057617347489,5,2024-05-03 11:50:37.837837838,2281.0288086737446
PROD_0349,Roupas,143.4305899944908,11,2024-05-07 12:18:01.081081080,1577.7364899393988
PROD_0350,Roupas,269.53422254098973,10,2024-05-07 21:04:08.648648648,2695.3422254098973
PROD_0353,Roupas,362.89926499982494,10,2024-05-08 23:22:31.351351350,3628.9926499982494
PROD_0357,Roupas,458.0618535032303,14,2024-05-10 10:27:01.621621622,6412.865949045224
PROD_0358,Roupas,91.47885069047892,11,2024-05-10 19:13:09.189189188,1006.2673575952681
PROD_0363,Roupas,204.3581927955066,5,2024-05-12 15:03:47.027027026,1021.790963977533
PROD_0370,Roupas,235.24394125295424,3,2024-05-15 04:26:40.000000000,705.7318237588627
PROD_0373,Roupas,60.515935546734994,5,2024-05-16 06:45:02.702702702,302.579677733675
PROD_0380,Roupas,29.31913757056789,10,2024-05-18 20:07:55.675675676,293.19137570567887
PROD_0383,Roupas,216.66370326795115,18,2024-05-19 22:26:18.378378378,3899.9466588231207
PROD_0387,Roupas,443.6491946964077,11,2024-05-21 09:30:48.648648648,4880.141141660484
PROD_0388,Roupas,365.1357180490931,12,2024-05-21 18:16:56.216216216,4381.628616589117
PROD_0390,Roupas,264.8823738405786,13,2024-05-22 11:49:11.351351350,3443.4708599275223
PROD_0391,Roupas,439.56603515260025,2,2024-05-22 20:35:18.918918918,879.1320703052005
PROD_0409,Roupas,198.2043996307123,9,2024-05-29 10:25:35.135135134,1783.8395966764106
PROD_0414,Roupas,250.681307025627,17,2024-05-31 06:16:12.972972972,4261.582219435659
PROD_0421,Roupas,406.6628766151903,8,2024-06-02 19:39:05.945945946,3253.3030129215226
PROD_0427,Roupas,252.6217982368474,19,2024-06-05 00:15:51.351351350,4799.814166500101
PROD_0428,Roupas,289.9462815405913,8,2024-06-05 09:01:58.918918918,2319.5702523247305
PROD_0429,Roupas,276.4516649187256,13,2024-06-05 17:48:06.486486486,3593.871643943433
PROD_0436,Roupas,73.14623506198815,11,2024-06-08 07:10:59.459459458,804.6085856818696
PROD_0444,Roupas,221.79798410733105,2,2024-06-11 05:20:00.000000000,443.5959682146621
PROD_0447,Roupas,474.1759652456056,17,2024-06-12 07:38:22.702702702,8060.991409175295
PROD_0450,Roupas,495.17270264781706,15,2024-06-13 09:56:45.405405404,7427.5905397172555
PROD_0455,Roupas,498.59100507727845,17,2024-06-15 05:47:23.243243242,8476.047086313734
PROD_0463,Roupas,114.4213049722908,17,2024-06-18 03:56:23.783783784,1945.1621845289435
PROD_0481,Roupas,169.96604103955602,2,2024-06-24 17:46:40.000000000,339.93208207911204
PROD_0484,Roupas,488.958529294245,14,2024-06-25 20:05:02.702702702,6845.41941011943
PROD_0485,Roupas,402.2874825634506,2,2024-06-26 04:51:10.270270270,804.5749651269012
PROD_0486,Roupas,92.06646530694418,17,2024-06-26 13:37:17.837837838,1565.129910218051
PROD_0490,Roupas,316.39928350483444,15,2024-06-28 00:41:48.108108108,4745.989252572516
PROD_0493,Roupas,394.07795117524233,3,2024-06-29 03:00:10.810810810,1182.233853525727
PROD_0513,Roupas,360.7542326942234,16,2024-07-06 10:22:42.162162162,5772.067723107574
PROD_0514,Roupas,126.39622921270004,14,2024-07-06 19:08:49.729729730,1769.5472089778004
PROD_0515,Roupas,98.67870682765,5,2024-07-07 03:54:57.297297296,493.39353413825
PROD_0522,Roupas,229.9010111773875,12,2024-07-09 17:17:50.270270270,2758.8121341286496
PROD_0529,Roupas,70.25569617951709,5,2024-07-12 06:40:43.243243242,351.27848089758544
PROD_0542,Roupas,334.1998516818619,11,2024-07-17 00:40:21.621621620,3676.1983685004807
PROD_0543,Roupas,18.582835522410495,18,2024-07-17 09:26:29.189189188,334.4910394033889
PROD_0549,Roupas,180.80109694856557,2,2024-07-19 14:03:14.594594594,361.60219389713114
PROD_0550,Roupas,306.42742211836503,9,2024-07-19 22:49:22.162162162,2757.8467990652853
PROD_0564,Roupas,382.07872068220433,9,2024-07-25 01:35:08.108108108,3438.708486139839
PROD_0566,Roupas,244.79912003856816,12,2024-07-25 19:07:23.243243242,2937.589440462818
