# RESUMO DA CATEGORIA
categoria,preco_medio,preco_desvio_padrao,total_unidades_vendidas,receita_total
Alimentos,261.734671664091,137.92023745427892,2109,556930.7918183915

# DADOS DETALHADOS
produto_id,categoria,preco,quantidade,data_venda,receita
PROD_0002,Alimentos,235.0319570632749,4,2024-01-01 17:32:15.135135135,940.1278282530996
PROD_0003,Alimentos,20.0864022049432,2,2024-01-02 02:18:22.702702702,40.1728044098864
PROD_0009,Alimentos,197.40637572090972,3,2024-01-04 06:55:08.108108108,592.2191271627291
PROD_0015,Alimentos,455.5669970186032,4,2024-01-06 11:31:53.513513513,1822.2679880744129
PROD_0026,Alimentos,356.3600984853324,3,2024-01-10 11:59:16.756756756,1069.0802954559972
PROD_0027,Alimentos,387.92246987611344,5,2024-01-10 20:45:24.324324324,1939.6123493805671
PROD_0032,Alimentos,285.0092786653736,3,2024-01-12 16:36:02.162162162,855.0278359961208
PROD_0035,Alimentos,266.1390863971771,15,2024-01-13 18:54:24.864864864,3992.0862959576566
PROD_0037,Alimentos,25.400300986499783,7,2024-01-14 12:26:40.000000000,177.80210690549848
PROD_0040,Alimentos,109.500000120037,13,2024-01-15 14:45:02.702702702,1423.500001560481
PROD_0041,Alimentos,350.44461718945524,2,2024-01-15 23:31:10.270270270,700.8892343789105
PROD_0048,Alimentos,214.5313915429017,5,2024-01-18 12:54:03.243243243,1072.6569577145085
PROD_0050,Alimentos,168.36943669017006,9,2024-01-19 06:26:18.378378378,1515.3249302115305
PROD_0060,Alimentos,410.0516178774981,16,2024-01-22 22:07:34.054054054,6560.825886039969
PROD_0063,Alimentos,358.46327089462875,19,2024-01-24 00:25:56.756756756,6810.802146997947
PROD_0073,Alimentos,429.5989030202653,1,2024-01-27 16:07:12.432432432,429.5989030202653
PROD_0081,Alimentos,332.23031722716826,1,2024-01-30 14:16:12.972972973,332.23031722716826
PROD_0084,Alimentos,222.85323910011005,1,2024-01-31 16:34:35.675675675,222.85323910011005
PROD_0087,Alimentos,290.2820576124997,17,2024-02-01 18:52:58.378378378,4934.794979412495
PROD_0093,Alimentos,93.05144587618533,10,2024-02-03 23:29:43.783783783,930.5144587618532
PROD_0096,Alimentos,154.69238832527998,17,2024-02-05 01:48:06.486486486,2629.7706015297595
PROD_0106,Alimentos,72.25965119942354,1,2024-02-08 17:29:22.162162162,72.25965119942354
PROD_0110,Alimentos,322.3406517341212,16,2024-02-10 04:33:52.432432432,5157.450427745939
PROD_0112,Alimentos,399.6412354366648,19,2024-02-10 22:06:07.567567567,7593.183473296631
PROD_0136,Alimentos,174.91156529547598,8,2024-02-19 16:33:09.189189189,1399.2925223638078
PROD_0138,Alimentos,148.10883963896595,4,2024-02-20 10:05:24.324324324,592.4353585558638
PROD_0140,Alimentos,439.961286628256,4,2024-02-21 03:37:39.459459459,1759.845146513024
PROD_0150,Alimentos,54.730471625205446,7,2024-02-24 19:18:55.135135135,383.11330137643813
PROD_0153,Alimentos,305.1960536915483,4,2024-02-25 21:37:17.837837838,1220.7842147661931
PROD_0157,Alimentos,67.36283804952687,12,2024-02-27 08:41:48.108108108,808.3540565943224
PROD_0163,Alimentos,294.83965444112334,13,2024-02-29 13:18:33.513513513,3832.9155077346036
PROD_0167,Alimentos,131.8748356708411,19,2024-03-02 00:23:03.783783784,2505.621877745981
PROD_0168,Alimentos,134.304265197838,18,2024-03-02 09:09:11.351351351,2417.476773561084
PROD_0177,Alimentos,484.9582424533585,18,2024-03-05 16:04:19.459459459,8729.248364160452
PROD_0187,Alimentos,413.0432490323528,18,2024-03-09 07:45:35.135135135,7434.77848258235
PROD_0188,Alimentos,365.6025591102964,15,2024-03-09 16:31:42.702702702,5484.038386654446
